,Unnamed: 0,file_name,company_name,period_year,period_date,industry,cohort,pages_num,number_characters,number_words,negative,neutral,positive,compound,readable,digits,dollars,percentages,drought,severe drought,dry,SPI,standardised precipitation index,standardized precipitation index,rainfall,10 minute average,topography,wind,extreme winds,cyclone,tsunami,river,flood,river flooding,fluvial,daily rainfall,river level,flow,soils,vegetation,coastal,sea-level,sea level,esl,extreme sea,coastal flooding,inundation,groundwater,nearshore,bathymetry,bathymetric,shoreline change,aerial,aerial photography,historical aerial,soil,geology,heatwave,extreme temperature,humidity,extreme heat,heat,landslide, soil erosion,erosion,extreme event,disaster,emission,carbon,ghg,greenhouse,methane, ets , gns,merit,riskscape,nigem,nz searise,antarctica, niwa,Company_Scheme,Cohort,pdf_files,FinalInclusion,quantitivate,quantitivate_nodigits,quantitivate_relative,quantitivate_relative_nodigits
42,44.0,2024 Chubb Life Climate Related Disclosures.pdf,CHUBB LIFE INSURANCE NEW ZEALAND LIMITED,2024,31/12/2024,Finance - Insurance,FY24/25,27,89991,12996,0.076,0.859,0.066,-0.9959,Readable,1472,24,40,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,66,0,0,0,0,0,0,0,0,0,4,CHUBB LIFE INSURANCE NEW ZEALAND LIMITED,FY24/25,2024 Chubb Life Climate Related Disclosures.pdf,1,1536,64,0.01706837350401707,0.0007111822293340445
43,45.0,2023 Climate Statements for Citibank N.A. (New Zealand Branch).pdf,"CITIBANK, N.A.",2023,31/12/2023,Finance - Banks,FY23/24,51,96302,13611,0.077,0.871,0.051,-0.9996,Readable,1783,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,0,"CITIBANK, N.A.",FY23/24,2023 Climate Statements for Citibank N.A. (New Zealand Branch).pdf,1,1791,8,0.01859774459512783,8.307200265830409e-05
44,46.0,CBA NZ Climate Statement 2024.pdf,COMMONWEALTH BANK OF AUSTRALIA,2024,30/06/2024,Finance - Banks,FY23/24,48,119777,18435,0.088,0.858,0.055,-0.9998,Readable,1038,12,31,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,34,20,0,0,0,0,0,0,0,0,0,0,COMMONWEALTH BANK OF AUSTRALIA,FY23/24,CBA NZ Climate Statement 2024.pdf,1,1081,43,0.009025104986767075,0.0003590004758843518
45,47.0,Comvita Limited Climate Statement FY24.pdf,COMVITA LIMITED,2024,30/06/2024,Agriculture,FY23/24,46,137189,20480,0.055,0.89,0.055,0.9897,Readable,4397,10,198,0,0,0,0,0,0,0,0,0,5,0,0,0,1,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,76,156,0,0,0,0,0,0,0,0,0,2,COMVITA LIMITED,FY23/24,Comvita Limited Climate Statement FY24.pdf,1,4605,208,0.03356683115993265,0.0015161565431630816
46,48.0,2025 Climate Statement.pdf,COMVITA LIMITED,2025,30/06/2025,Agriculture,FY24/25,37,93591,13890,0.06,0.868,0.072,0.9992,Readable,1661,13,35,2,0,0,0,0,0,0,0,0,9,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,85,0,0,0,0,0,0,0,0,0,3,COMVITA LIMITED,FY24/25,2025 Climate Statement.pdf,1,1709,48,0.018260302806893825,0.0005128698272269769
47,49.0,CON045 Climate Disclosure 24V.pdf,CONTACT ENERGY LIMITED,2024,30/06/2024,Energy,FY23/24,33,96149,12525,0.079,0.853,0.068,0.6808,Readable,1696,37,42,5,0,2,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,54,16,0,0,0,0,0,0,0,0,0,6,CONTACT ENERGY LIMITED,FY23/24,CON045 Climate Disclosure 24V.pdf,1,1775,79,0.018460930430893717,0.0008216414107271007
48,50.0,180825  Climate Statement.pdf,CONTACT ENERGY LIMITED,2025,30/06/2025,Energy,FY24/25,42,125184,16483,0.064,0.869,0.067,0.9991,Readable,2143,54,57,4,0,3,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,65,65,0,2,0,1,0,0,0,0,0,5,CONTACT ENERGY LIMITED,FY24/25,180825  Climate Statement.pdf,1,2254,111,0.01800549591002045,0.0008866947852760736
49,51.0,ClimateStatements_2024_NZBG_Final.pdf,COOPERATIEVE RABOBANK U.A.,2024,31/12/2024,Finance - Banks,FY24/25,40,199734,26902,0.083,0.856,0.06,-0.9998,Readable,2871,35,52,9,0,0,0,0,0,0,0,0,4,0,0,0,16,13,0,0,0,0,5,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,0,60,93,0,0,0,0,0,0,0,0,0,8,COOPERATIEVE RABOBANK U.A.,FY24/25,ClimateStatements_2024_NZBG_Final.pdf,1,2958,87,0.01480969689687284,0.00043557932049626
50,52.0,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,COOPERATIEVE RABOBANK U.A.,2023,31/12/2023,Finance - Banks,FY23/24,38,185226,24429,0.091,0.841,0.068,-0.9997,Readable,2359,23,40,10,0,0,0,0,0,0,0,0,4,0,0,0,18,17,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,0,58,55,0,0,0,0,0,0,0,0,0,8,COOPERATIEVE RABOBANK U.A.,FY23/24,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,1,2422,63,0.013075918067657889,0.0003401250364419682
51,53.0,DGL Climate-Related Disclosure 2024.pdf,DELEGAT GROUP LIMITED,2024,30/06/2024,Agriculture,FY23/24,26,55026,7296,0.064,0.862,0.074,0.9984,Readable,1065,4,34,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,DELEGAT GROUP LIMITED,FY23/24,DGL Climate-Related Disclosure 2024.pdf,1,1103,38,0.020045069603460183,0.0006905826336640861
52,54.0,DGL - 2025 Climate-Related Disclosure Report.pdf,DELEGAT GROUP LIMITED,2025,30/06/2025,Agriculture,FY24/25,30,79838,10804,0.057,0.873,0.07,0.9991,Readable,1437,9,46,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,27,71,0,0,0,0,0,0,0,0,0,0,DELEGAT GROUP LIMITED,FY24/25,DGL - 2025 Climate-Related Disclosure Report.pdf,1,1492,55,0.01868784288183572,0.0006888950124001103
53,55.0,Downer EDI - 2024 Sustainability Report incl Climate Statement.pdf,DOWNER EDI LIMITED,2024,30/06/2024,Infrastructure,FY23/24,143,380537,50120,0.043,0.877,0.08,1.0,Readable,6940,47,111,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,92,54,0,0,0,0,0,0,0,0,0,0,DOWNER EDI LIMITED,FY23/24,Downer EDI - 2024 Sustainability Report incl Climate Statement.pdf,1,7098,158,0.01865258831598504,0.0004152027266730962
54,56.0,2025 Annual Report (including Climate Statement).pdf,DOWNER EDI LIMITED,2025,30/06/2025,Infrastructure,FY24/25,262,708224,97016,0.039,0.852,0.11,1.0,Readable,24741,560,873,2,0,0,0,0,0,0,0,0,10,0,0,0,11,15,0,0,0,0,115,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,106,64,0,0,0,0,0,0,0,0,0,0,DOWNER EDI LIMITED,FY24/25,2025 Annual Report (including Climate Statement).pdf,1,26174,1433,0.03695723386951021,0.0020233711368154708
55,57.0,EBOS Group Limited FY2025 Climate Statement.pdf,EBOS GROUP LIMITED,2025,30/06/2025,Healthcare,FY24/25,21,75184,10367,0.075,0.865,0.06,-0.9963,Readable,1200,4,41,3,0,0,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,63,0,0,0,0,0,0,0,0,0,1,EBOS GROUP LIMITED,FY24/25,EBOS Group Limited FY2025 Climate Statement.pdf,1,1245,45,0.016559374334964887,0.0005985316024686104
56,58.0,Climate Statement_2024_V15.pdf,EBOS GROUP LIMITED,2024,30/06/2024,Healthcare,FY23/24,19,61205,8287,0.075,0.862,0.064,-0.9674,Readable,903,5,33,7,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,46,0,0,0,0,0,0,0,0,0,1,EBOS GROUP LIMITED,FY23/24,Climate Statement_2024_V15.pdf,1,941,38,0.0153745609018871,0.0006208643084715301
57,59.0,EROAD-Climate-disclosures-FY24-30July2024.pdf,EROAD LIMITED,2024,31/03/2024,Other industries,FY23/24,16,65581,8960,0.075,0.86,0.065,-0.9894,Readable,1178,9,44,0,0,0,0,0,0,0,0,0,2,0,0,0,5,9,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,0,0,0,0,0,0,0,4,EROAD LIMITED,FY23/24,EROAD-Climate-disclosures-FY24-30July2024.pdf,1,1231,53,0.018770680532471294,0.0008081609002607462
58,60.0,EROAD-FY25-Sustainability-Report and Climate Disclosures.pdf,EROAD LIMITED,2025,31/03/2025,Other industries,FY24/25,41,154558,20161,0.057,0.864,0.079,0.9999,Readable,2656,22,95,5,0,0,0,0,0,0,0,0,3,0,0,0,23,12,0,0,0,0,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,58,77,0,0,0,0,1,0,0,0,0,4,EROAD LIMITED,FY24/25,EROAD-FY25-Sustainability-Report and Climate Disclosures.pdf,1,2773,117,0.017941484750061465,0.0007569973731544145
59,61.0,Fidelity Life Assurance Company Limited - FY24 Climate Statement.pdf,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2024,30/06/2024,Finance - Insurance,FY23/24,21,60414,7961,0.061,0.895,0.043,-0.998,Readable,839,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,53,0,0,0,0,0,0,0,0,0,1,FIDELITY LIFE ASSURANCE COMPANY LIMITED,FY23/24,Fidelity Life Assurance Company Limited - FY24 Climate Statement.pdf,1,851,12,0.014086138974409905,0.00019862945674843578
60,62.0,Fidelity Life Annual report FY25 including Climate Statement.pdf,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2025,30/06/2025,Finance - Insurance,FY24/25,85,200766,26624,0.064,0.832,0.104,1.0,Readable,11371,341,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,FIDELITY LIFE ASSURANCE COMPANY LIMITED,FY24/25,Fidelity Life Annual report FY25 including Climate Statement.pdf,1,11788,417,0.058715121086239705,0.002077044917964197
61,63.0,FPH Annual Report 2024_Including Climate Statements.pdf,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2024,31/03/2024,Healthcare,FY23/24,172,427830,58578,0.035,0.858,0.107,1.0,Readable,16985,393,501,2,0,0,0,0,0,0,0,0,5,0,0,0,8,9,0,0,0,0,77,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,82,20,0,0,0,0,1,0,0,0,0,0,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FY23/24,FPH Annual Report 2024_Including Climate Statements.pdf,1,17879,894,0.04178996330318117,0.002089615034008835
62,64.0,FPH Annual Report 2025_Including Climate Statements.pdf,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2025,31/03/2025,Healthcare,FY24/25,180,493680,65269,0.035,0.865,0.1,1.0,Readable,17662,371,511,1,0,0,0,0,0,0,0,0,5,0,0,0,2,8,0,0,0,0,74,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,87,0,0,0,0,1,0,0,0,0,0,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FY24/25,FPH Annual Report 2025_Including Climate Statements.pdf,1,18544,882,0.037562793712526334,0.0017865824015556636
63,65.0,Fletcher Building Climate Statements 2024.pdf,FLETCHER BUILDING LIMITED,2024,30/06/2024,Constructions,FY23/24,44,137124,19214,0.056,0.887,0.057,0.9741,Readable,3088,34,91,0,0,0,0,0,0,0,0,0,12,0,0,0,6,44,0,2,0,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,121,89,0,0,0,0,0,0,0,0,0,4,FLETCHER BUILDING LIMITED,FY23/24,Fletcher Building Climate Statements 2024.pdf,1,3213,125,0.0234313468101864,0.0009115836760887955
64,66.0,Fletcher Building Climate Statements 2025.pdf,FLETCHER BUILDING LIMITED,2025,30/06/2025,Constructions,FY24/25,87,236730,31474,0.055,0.899,0.046,-0.999,Readable,4796,76,313,1,0,2,0,0,0,0,0,0,19,0,0,0,14,31,0,1,0,0,6,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,188,126,0,0,0,0,0,0,0,0,0,2,FLETCHER BUILDING LIMITED,FY24/25,Fletcher Building Climate Statements 2025.pdf,1,5185,389,0.021902589447894225,0.001643222236302961
65,67.0,FMGIL Climate-related disclosures FY24.pdf,FMG INSURANCE LIMITED,2024,31/03/2024,Finance - Insurance,FY23/24,20,50356,6832,0.107,0.818,0.076,-0.9984,Readable,792,7,39,1,0,0,0,0,0,0,0,0,6,0,0,0,5,8,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,1,FMG INSURANCE LIMITED,FY23/24,FMGIL Climate-related disclosures FY24.pdf,1,838,46,0.016641512431487808,0.0009134959091270157
66,68.0,Climate-related-disclosures-2025.pdf,FMG INSURANCE LIMITED,2025,31/03/2025,Finance - Insurance,FY24/25,34,92949,12628,0.096,0.838,0.066,-0.9996,Readable,1567,13,50,1,0,0,0,0,0,0,0,0,6,0,0,1,7,36,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,78,0,0,0,0,0,0,0,0,0,1,FMG INSURANCE LIMITED,FY24/25,Climate-related-disclosures-2025.pdf,1,1630,63,0.017536498509935557,0.0006777910467030307
67,69.0,Foley Wines Limited Climate Related Disclosures YE 30 June 2024.pdf,FOLEY WINES LIMITED,2024,30/06/2024,Agriculture,FY23/24,16,39399,5788,0.085,0.861,0.054,-0.9981,Readable,539,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,FOLEY WINES LIMITED,FY23/24,Foley Wines Limited Climate Related Disclosures YE 30 June 2024.pdf,1,542,3,0.01375669433234346,7.614406457016675e-05
68,70.0,01. FONTERRA133 2024 Annual Report_NZX.pdf,FONTERRA CO-OPERATIVE GROUP LIMITED,2024,31/07/2024,Agriculture,FY24/25,206,624973,80980,0.043,0.857,0.1,1.0,Readable,22624,683,739,5,0,2,0,0,0,0,0,0,7,0,0,0,21,8,0,0,0,0,100,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,FONTERRA CO-OPERATIVE GROUP LIMITED,FY24/25,01. FONTERRA133 2024 Annual Report_NZX.pdf,1,24046,1422,0.03847526213132407,0.002275298292886253
69,71.0,Freightways FY25 Climate Statement.pdf,FREIGHTWAYS GROUP LIMITED,2025,30/06/2025,Other industries,FY24/25,47,148792,20033,0.064,0.879,0.056,-0.9965,Readable,2835,3,48,0,0,0,0,0,0,0,0,0,5,0,0,0,29,4,0,0,0,0,4,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,29,70,0,0,0,0,0,0,0,0,0,6,FREIGHTWAYS GROUP LIMITED,FY24/25,Freightways FY25 Climate Statement.pdf,1,2886,51,0.01939620409699446,0.0003427603634604011
70,72.0,Freightways Climate Statement - FY24.pdf,FREIGHTWAYS GROUP LIMITED,2024,30/06/2024,Other industries,FY23/24,25,122767,16902,0.074,0.861,0.064,-0.9975,Readable,1821,4,39,2,0,0,0,0,0,0,0,0,9,0,0,1,15,9,0,0,0,0,1,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,64,43,0,0,0,0,0,0,0,0,0,8,FREIGHTWAYS GROUP LIMITED,FY23/24,Freightways Climate Statement - FY24.pdf,1,1864,43,0.01518323327930144,0.0003502569908851727
71,73.0,Genesis FY24 Climate Statement.pdf,GENESIS ENERGY LIMITED,2024,30/06/2024,Energy,FY23/24,83,259913,34652,0.063,0.863,0.074,0.9999,Readable,6958,56,180,1,0,1,0,0,0,0,0,0,36,0,0,0,11,12,0,0,0,0,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,103,80,0,0,0,0,0,0,0,0,0,1,GENESIS ENERGY LIMITED,FY23/24,Genesis FY24 Climate Statement.pdf,1,7194,236,0.027678492418616998,0.0009079961371689757
72,74.0,Genesis FY25 Climate Statement.pdf,GENESIS ENERGY LIMITED,2025,30/06/2025,Energy,FY24/25,78,277667,37623,0.058,0.875,0.067,0.9999,Readable,7119,72,215,4,0,1,0,0,0,0,0,0,36,0,0,0,16,7,0,0,0,0,42,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,84,156,0,3,0,0,0,0,0,0,0,9,GENESIS ENERGY LIMITED,FY24/25,Genesis FY25 Climate Statement.pdf,1,7406,287,0.026672236888070962,0.0010336122045471734
73,75.0,Gentrack Annual Report including Climate Statement 2024.pdf,GENTRACK GROUP LIMITED,2024,30/09/2024,Other industries,FY24/25,75,244664,33095,0.04,0.846,0.114,1.0,Readable,9832,373,137,4,0,0,0,0,0,0,0,0,5,0,0,0,11,10,0,0,0,0,29,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,33,18,0,0,0,0,0,0,0,0,0,0,GENTRACK GROUP LIMITED,FY24/25,Gentrack Annual Report including Climate Statement 2024.pdf,1,10342,510,0.04227021547918779,0.002084491384102279
74,76.0,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2024.pdf,GREEN CROSS HEALTH LIMITED,2024,31/03/2024,Healthcare,FY23/24,6,16345,2166,0.11,0.844,0.047,-0.9976,Readable,258,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,1,GREEN CROSS HEALTH LIMITED,FY23/24,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2024.pdf,1,274,16,0.01676353624961762,0.0009788926277148975
75,77.0,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2025.pdf,GREEN CROSS HEALTH LIMITED,2025,31/03/2025,Healthcare,FY24/25,11,32604,4378,0.077,0.883,0.04,-0.9984,Readable,486,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,1,GREEN CROSS HEALTH LIMITED,FY24/25,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2025.pdf,1,503,17,0.015427554901239112,0.0005214084161452582
76,78.0,Hallenstein Glasson Holdings Limited Climate Related Disclosures 2024.pdf,HALLENSTEIN GLASSON HOLDINGS LIMITED,2024,31/07/2024,Other industries,FY24/25,22,51463,8337,0.065,0.874,0.06,-0.5267,Readable,649,2,11,1,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,0,1,HALLENSTEIN GLASSON HOLDINGS LIMITED,FY24/25,Hallenstein Glasson Holdings Limited Climate Related Disclosures 2024.pdf,1,662,13,0.012863610749470494,0.0002526086703068224
77,79.0,Heartland Climate Report FY2024 .pdf,HEARTLAND BANK LIMITED,2024,30/06/2024,Finance - Banks,FY23/24,51,135802,18277,0.073,0.865,0.062,-0.9959,Readable,3371,47,94,7,0,0,0,0,0,0,0,0,6,0,0,0,6,17,0,0,0,1,2,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,30,28,0,0,0,0,0,0,0,0,0,0,HEARTLAND BANK LIMITED,FY23/24,Heartland Climate Report FY2024 .pdf,1,3512,141,0.025861180247713583,0.0010382763140454486
78,80.0,Heartland Climate Report FY2025.pdf,HEARTLAND BANK LIMITED,2025,30/06/2025,Finance - Banks,FY24/25,63,186466,24952,0.068,0.87,0.062,-0.9531,Readable,5229,71,147,6,0,0,0,0,0,0,0,0,7,0,0,0,6,16,0,0,0,1,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,39,144,0,0,0,0,0,0,0,0,0,0,HEARTLAND BANK LIMITED,FY24/25,Heartland Climate Report FY2025.pdf,1,5447,218,0.029211759784625615,0.0011691139403430116
79,82.0,FY24 IAG New Zealand Climate-related Disclosure.pdf,IAG NEW ZEALAND LIMITED,2024,30/06/2024,Finance - Insurance,FY23/24,25,76969,10691,0.086,0.866,0.048,-0.9997,Readable,743,4,14,0,0,0,0,0,0,0,0,0,4,0,0,1,3,24,0,0,0,0,2,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,37,0,0,0,0,0,0,0,0,0,0,IAG NEW ZEALAND LIMITED,FY23/24,FY24 IAG New Zealand Climate-related Disclosure.pdf,1,761,18,0.009887097402850499,0.00023386038534994609
80,83.0,IAG NZ FY25 Climate Disclosure.pdf,IAG NEW ZEALAND LIMITED,2025,30/06/2025,Finance - Insurance,FY24/25,32,100148,13944,0.075,0.877,0.048,-0.9996,Readable,1419,14,15,0,0,0,0,0,0,0,0,0,4,0,0,1,2,20,0,1,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,26,48,0,0,0,0,0,0,0,0,0,0,IAG NEW ZEALAND LIMITED,FY24/25,IAG NZ FY25 Climate Disclosure.pdf,1,1448,29,0.014458601270120223,0.00028957143427726966
81,84.0,ikeGPS Group ESG Final_Signed.pdf,IKEGPS GROUP LIMITED,2024,31/03/2024,Other industries,FY23/24,23,37649,6192,0.058,0.869,0.073,0.9951,Readable,773,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,0,0,0,0,0,0,0,IKEGPS GROUP LIMITED,FY23/24,ikeGPS Group ESG Final_Signed.pdf,1,792,19,0.021036415309835587,0.0005046614783925204
82,85.0,ICBC NZ Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2024,31/12/2024,Finance - Banks,FY24/25,44,112318,14882,0.083,0.864,0.053,-0.9997,Readable,2525,26,57,8,0,0,0,0,0,0,0,0,4,0,0,0,3,26,0,1,0,0,2,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,47,47,0,0,0,0,0,0,2,0,0,6,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,FY24/25,ICBC NZ Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf,1,2608,83,0.023219786677113198,0.0007389732723161025
83,86.0,ICBC NZ Ltd CRD 31 Dec 2023.pdf,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2023,31/12/2023,Finance - Banks,FY23/24,30,63204,8220,0.11,0.834,0.056,-0.9998,Readable,909,5,66,3,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,3,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,FY23/24,ICBC NZ Ltd CRD 31 Dec 2023.pdf,1,980,71,0.015505347762799822,0.0011233466236314157
84,87.0,Infratil FY2024 Climate Related Disclosures.pdf,INFRATIL LIMITED,2024,31/03/2024,Infrastructure,FY23/24,42,201670,28352,0.076,0.841,0.083,0.9996,Readable,3784,88,130,0,0,0,0,0,0,0,0,0,18,0,0,0,8,26,0,2,0,0,8,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,92,19,0,0,0,0,1,0,0,0,0,0,INFRATIL LIMITED,FY23/24,Infratil FY2024 Climate Related Disclosures.pdf,1,4002,218,0.01984430009421332,0.0010809738682005256
85,88.0,Infratil FY2025 CRD Combined.pdf,INFRATIL LIMITED,2025,31/03/2025,Infrastructure,FY24/25,61,279339,39592,0.063,0.854,0.083,0.9999,Readable,4918,117,188,0,0,0,0,0,0,0,0,0,29,0,0,0,7,27,0,2,0,0,7,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,98,83,0,0,0,0,2,0,0,0,0,0,INFRATIL LIMITED,FY24/25,Infratil FY2025 CRD Combined.pdf,1,5223,305,0.018697711382943304,0.001091863291556138
