,Unnamed: 0,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
92,82,COMVITA LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,COMVITA LIMITED,2024-06-30,,Submitted,FY23/24,Comvita Limited Climate Statement FY24.pdf,1,0,Agriculture,Normal companies
93,83,COMVITA LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,COMVITA LIMITED,2025-06-30,,Submitted,FY24/25,2025 Climate Statement.pdf,2,0,Agriculture,Normal companies
94,83,COMVITA LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,COMVITA LIMITED,2025-06-30,,Submitted,FY24/25,2025 Greenhouse Gas Inventory Report.pdf,2,0,Agriculture,Normal companies
95,84,CONTACT ENERGY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,CONTACT ENERGY LIMITED,2024-06-30,,Submitted,FY23/24,CON045 Climate Disclosure 24V.pdf,1,0,Energy,Normal companies
96,85,CONTACT ENERGY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,CONTACT ENERGY LIMITED,2025-06-30,,Submitted,FY24/25,180825  Climate Statement.pdf,1,0,Energy,Normal companies
97,86,COOPERATIEVE RABOBANK U.A.,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,COOPERATIEVE RABOBANK U.A.,2024-12-31,,Submitted,FY24/25,ClimateStatements_2024_NZBG_Final.pdf,2,0,Finance - Banks,Normal companies
98,86,COOPERATIEVE RABOBANK U.A.,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,COOPERATIEVE RABOBANK U.A.,2024-12-31,,Submitted,FY24/25,Letter to Registrar - CRUA Climate Statements_.pdf,2,0,Finance - Banks,Normal companies
99,87,COOPERATIEVE RABOBANK U.A.,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,COOPERATIEVE RABOBANK U.A.,2023-12-31,,Submitted,FY23/24,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,1,0,Finance - Banks,Normal companies
100,88,COOPERATIEVE RABOBANK U.A.,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,COOPERATIEVE RABOBANK U.A.,2025-12-31,,Submitted,FY25/26,Annual Report 2025 (NZ) Lodgement.pdf,1,0,Finance - Banks,Normal companies
101,89,DELEGAT GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,DELEGAT GROUP LIMITED,2024-06-30,,Submitted,FY23/24,DGL Climate-Related Disclosure 2024.pdf,1,0,Agriculture,Normal companies
102,90,DELEGAT GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DELEGAT GROUP LIMITED,2025-06-30,,Submitted,FY24/25,DGL - 2025 Climate-Related Disclosure Report.pdf,1,0,Agriculture,Normal companies
103,91,DOWNER EDI LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,DOWNER EDI LIMITED,2024-06-30,,Submitted,FY23/24,Downer EDI - 2024 Sustainability Report incl Climate Statement.pdf,1,0,Infrastructure,Normal companies
104,92,DOWNER EDI LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DOWNER EDI LIMITED,2025-06-30,,Submitted,FY24/25,2025 - PwC Limited Assurance Report.pdf,4,0,Infrastructure,Normal companies
105,92,DOWNER EDI LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DOWNER EDI LIMITED,2025-06-30,,Submitted,FY24/25,2025 Annual Report (including Climate Statement).pdf,4,0,Infrastructure,Normal companies
106,92,DOWNER EDI LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DOWNER EDI LIMITED,2025-06-30,,Submitted,FY24/25,2025 Sustainability Report.pdf,4,0,Infrastructure,Normal companies
107,92,DOWNER EDI LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DOWNER EDI LIMITED,2025-06-30,,Submitted,FY24/25,DOW FY25 climate reporting exemption notice_20250821.pdf,4,0,Infrastructure,Normal companies
108,93,EBOS GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,EBOS GROUP LIMITED,2025-06-30,,Submitted,FY24/25,EBOS Group Limited FY2025 Climate Statement.pdf,1,0,Healthcare,Normal companies
109,94,EBOS GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,EBOS GROUP LIMITED,2024-06-30,,Submitted,FY23/24,Climate Statement_2024_V15.pdf,1,0,Healthcare,Normal companies
110,95,EROAD LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,EROAD LIMITED,2024-03-31,,Submitted,FY23/24,EROAD-Climate-disclosures-FY24-30July2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
111,96,EROAD LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,EROAD LIMITED,2025-03-31,,Submitted,FY24/25,EROAD-FY25-Sustainability-Report and Climate Disclosures.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
112,98,F&C INVESTMENT TRUST PLC,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,F&C INVESTMENT TRUST PLC,2024-12-31,,Submitted,FY24/25,FCIT - CRD Exemption Notice 2025.pdf,1,0,Finance - Other,Normal companies
113,99,F&C INVESTMENT TRUST PLC,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,F&C INVESTMENT TRUST PLC,2023-12-31,,Submitted,FY23/24,F&C Investment Trust PLC - CRD Exemption Notice.pdf,1,0,Finance - Other,Normal companies
114,100,F&C INVESTMENT TRUST PLC,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,F&C INVESTMENT TRUST PLC,2025-12-31,,Submitted,FY25/26,FCIT - CRD Exemption Notice 2026.pdf,1,0,Finance - Other,Normal companies
115,101,FIDELITY LIFE ASSURANCE COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,Fidelity Life Assurance Company Limited - FY24 Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
116,102,FIDELITY LIFE ASSURANCE COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,Fidelity Life Annual report FY25 including Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
117,103,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2024-03-31,,Submitted,FY23/24,FPH Annual Report 2024_Including Climate Statements.pdf,1,0,Healthcare,Normal companies
118,105,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2025-03-31,,Submitted,FY24/25,FPH Annual Report 2025_Including Climate Statements.pdf,1,0,Healthcare,Normal companies
119,106,FLETCHER BUILDING INDUSTRIES LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FLETCHER BUILDING INDUSTRIES LIMITED,2025-06-30,,Submitted,FY24/25,FBIL Climate-Related Disclosure exemption notice 30 June 2025.pdf,1,0,Constructions,Normal companies
120,107,FLETCHER BUILDING INDUSTRIES LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FLETCHER BUILDING INDUSTRIES LIMITED,2024-06-30,,Submitted,FY23/24,FBIL Climate-Related Disclosure exemption notice 30 June 2024.pdf,2,0,Constructions,Normal companies
121,107,FLETCHER BUILDING INDUSTRIES LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FLETCHER BUILDING INDUSTRIES LIMITED,2024-06-30,,Submitted,FY23/24,Financial Markets Conduct (Climate-related Disclosures FBIL) Exemption Notice 2024.pdf,2,0,Constructions,Normal companies
122,108,FLETCHER BUILDING LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FLETCHER BUILDING LIMITED,2024-06-30,,Submitted,FY23/24,Fletcher Building Climate Statements 2024.pdf,1,0,Constructions,Normal companies
123,109,FLETCHER BUILDING LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FLETCHER BUILDING LIMITED,2025-06-30,,Submitted,FY24/25,Fletcher Building Climate Statements 2025.pdf,1,0,Constructions,Normal companies
124,110,FMG INSURANCE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FMG INSURANCE LIMITED,2024-03-31,,Submitted,FY23/24,FMGIL Climate-related disclosures FY24.pdf,1,0,Finance - Insurance,Normal companies
125,112,FMG INSURANCE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FMG INSURANCE LIMITED,2025-03-31,,Submitted,FY24/25,Climate-related-disclosures-2025.pdf,2,0,Finance - Insurance,Normal companies
126,112,FMG INSURANCE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FMG INSURANCE LIMITED,2025-03-31,,Submitted,FY24/25,FMGIL Exemption Notice for Filing - 31 March 2025.pdf,2,0,Finance - Insurance,Normal companies
127,114,FOLEY WINES LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FOLEY WINES LIMITED,2024-06-30,,Submitted,FY23/24,Foley Wines Limited Climate Related Disclosures YE 30 June 2024.pdf,1,0,Agriculture,Normal companies
128,115,FONTERRA CO-OPERATIVE GROUP LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FONTERRA CO-OPERATIVE GROUP LIMITED,2024-07-31,,Submitted,FY24/25,01. FONTERRA133 2024 Annual Report_NZX.pdf,1,0,Agriculture,Normal companies
129,116,FONTERRA CO-OPERATIVE GROUP LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FONTERRA CO-OPERATIVE GROUP LIMITED,2025-07-31,,Submitted,FY25/26,1a. FONTERRA AR_2025_NZX.pdf,1,0,Agriculture,Normal companies
130,117,FREIGHTWAYS GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FREIGHTWAYS GROUP LIMITED,2025-06-30,,Submitted,FY24/25,Freightways FY25 Climate Statement.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
131,118,FREIGHTWAYS GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FREIGHTWAYS GROUP LIMITED,2024-06-30,,Submitted,FY23/24,Freightways Climate Statement - FY24.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
132,119,GENESIS ENERGY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GENESIS ENERGY LIMITED,2024-06-30,,Submitted,FY23/24,Genesis FY24 Climate Statement.pdf,1,0,Energy,Normal companies
133,120,GENESIS ENERGY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GENESIS ENERGY LIMITED,2025-06-30,,Submitted,FY24/25,Genesis FY25 Climate Statement.pdf,1,0,Energy,Normal companies
134,121,GENTRACK GROUP LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,GENTRACK GROUP LIMITED,2024-09-30,,Not required to lodge,FY24/25,Gentrack Annual Report including Climate Statement 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
135,122,GENTRACK GROUP LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GENTRACK GROUP LIMITED,2024-09-30,,Submitted,FY24/25,Gentrack Annual Report including Climate Statement 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
136,123,GENTRACK GROUP LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GENTRACK GROUP LIMITED,2025-09-30,,Submitted,FY25/26,Gentrack Climate Statement 2025 final.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
137,124,GMT BOND ISSUER LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GMT BOND ISSUER LIMITED,2024-03-31,,Submitted,FY23/24,GMT Bond Issuer climate reporting exemption.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
138,126,GMT BOND ISSUER LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GMT BOND ISSUER LIMITED,2025-03-31,,Submitted,FY24/25,GMT Bond Issuer climate reporting exemption.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
139,126,GMT BOND ISSUER LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GMT BOND ISSUER LIMITED,2025-03-31,,Submitted,FY24/25,GMT_Bond_Issuer_climate_reporting_exemption.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
140,127,GREEN CROSS HEALTH LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GREEN CROSS HEALTH LIMITED,2024-03-31,,Submitted,FY23/24,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2024.pdf,1,0,Healthcare,Normal companies
141,129,GREEN CROSS HEALTH LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GREEN CROSS HEALTH LIMITED,2025-03-31,,Submitted,FY24/25,Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2025.pdf,1,0,Healthcare,Normal companies
142,131,HALLENSTEIN GLASSON HOLDINGS LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HALLENSTEIN GLASSON HOLDINGS LIMITED,2024-07-31,,Submitted,FY24/25,Hallenstein Glasson Holdings Limited Climate Related Disclosures 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
143,132,HEARTLAND BANK LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HEARTLAND BANK LIMITED,2024-06-30,,Submitted,FY23/24,Heartland Climate Report FY2024 .pdf,1,0,Finance - Banks,Normal companies
144,133,HEARTLAND BANK LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HEARTLAND BANK LIMITED,2025-06-30,,Submitted,FY24/25,Heartland Climate Report FY2025.pdf,1,0,Finance - Banks,Normal companies
145,134,HEARTLAND GROUP HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HEARTLAND GROUP HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,Heartland Climate Report FY2024 .pdf,1,0,Finance - Banks,Normal companies
146,135,HEARTLAND GROUP HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HEARTLAND GROUP HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,Heartland Climate Report FY2025.pdf,1,0,Finance - Banks,Normal companies
147,136,HENDERSON FAR EAST INCOME LIMITED,31-08-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HENDERSON FAR EAST INCOME LIMITED,2024-08-31,,Submitted,FY24/25,NZX climate related ye24.pdf,1,0,Investment Schemes,Normal companies
148,137,HENDERSON FAR EAST INCOME LIMITED,31-08-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HENDERSON FAR EAST INCOME LIMITED,2025-08-31,,Submitted,FY25/26,NZX climate related ye25.pdf,1,0,Investment Schemes,Normal companies
149,138,HENDERSON FAR EAST INCOME LIMITED,31-08-2024 - Not required to lodge,Normal companies,,,2024,HENDERSON FAR EAST INCOME LIMITED,2024-08-31,,Not required to lodge,FY24/25,NZX climate related ye24.pdf,1,0,Investment Schemes,Normal companies
150,139,IAG NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,IAG NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,FY24 IAG New Zealand Climate-related Disclosure.pdf,1,0,Finance - Insurance,Normal companies
151,140,IAG NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,IAG NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,CRD - IAG NZ notice to FSPR.pdf,2,0,Finance - Insurance,Normal companies
152,140,IAG NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,IAG NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,IAG NZ FY25 Climate Disclosure.pdf,2,0,Finance - Insurance,Normal companies
153,141,IKEGPS GROUP LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,IKEGPS GROUP LIMITED,2024-03-31,,Submitted,FY23/24,ikeGPS Group ESG Final_Signed.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
154,144,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2024-12-31,,Submitted,FY24/25,ICBC NZ Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf,1,0,Finance - Banks,Normal companies
155,145,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2023-12-31,1.0,Submitted,FY23/24,ICBC NZ Ltd CRD 31 Dec 2023.pdf,1,0,Finance - Banks,Normal companies
156,146,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2025-12-31,,Submitted,FY25/26,ICBC NZ Ltd - Climate-Related Disclosure Statement 2025.pdf,1,0,Finance - Banks,Normal companies
157,147,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2024-12-31,,Submitted,FY24/25,ICBC Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf,1,0,Finance - Banks,Normal companies
158,148,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2023-12-31,1.0,Submitted,FY23/24,ICBC Ltd CRD 31 Dec 23  Final - For submission.pdf,1,0,Finance - Banks,Normal companies
159,149,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2025-12-31,,Submitted,FY25/26,ICBC NZ Ltd - Climate-Related Disclosure Statement 2025.pdf,1,0,Finance - Banks,Normal companies
160,150,INFRATIL LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INFRATIL LIMITED,2024-03-31,,Submitted,FY23/24,Infratil FY2024 Climate Related Disclosures.pdf,1,0,Infrastructure,Normal companies
161,152,INFRATIL LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INFRATIL LIMITED,2025-03-31,,Submitted,FY24/25,Infratil FY2025 CRD Combined.pdf,1,0,Infrastructure,Normal companies
162,153,INSURANCE AUSTRALIA GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INSURANCE AUSTRALIA GROUP LIMITED,2024-06-30,,Submitted,FY23/24,20240821 Notice NZ FSPR registrar.pdf,1,0,Finance - Insurance,Normal companies
163,154,INSURANCE AUSTRALIA GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INSURANCE AUSTRALIA GROUP LIMITED,2025-06-30,,Submitted,FY24/25,IAG CRD notice to FSR.pdf,1,0,Finance - Insurance,Normal companies
164,155,INVESTORE PROPERTY LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INVESTORE PROPERTY LIMITED,2024-03-31,,Submitted,FY23/24,Investore Property Limited - FY24 Sustainability Report and Climate-Related Disclosures.pdf,1,0,Finance - Other,Normal companies
165,157,INVESTORE PROPERTY LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INVESTORE PROPERTY LIMITED,2025-03-31,,Submitted,FY24/25,Investore Property Limited - FY25 Sustainability Report and Climate-Related Disclosures.pdf,1,0,Finance - Other,Normal companies
166,161,KINGFISH LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,KINGFISH LIMITED,2024-03-31,,Submitted,FY23/24,Kingfish Climate Statement - 31 March 2024.pdf,1,0,Finance - Other,Normal companies
167,163,KINGFISH LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KINGFISH LIMITED,2025-03-31,,Submitted,FY24/25,Kingfish 31 March 2025 Climate Statement.pdf,1,0,Finance - Other,Normal companies
168,164,KIWI PROPERTY GROUP LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,KIWI PROPERTY GROUP LIMITED,2024-03-31,,Submitted,FY23/24,Kiwi Property Group Climate-related Disclosure Report 2024.pdf,1,0,Real Estates,Normal companies
169,165,KIWI PROPERTY GROUP LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KIWI PROPERTY GROUP LIMITED,2025-03-31,,Submitted,FY24/25,FY25 Sustainability Report and Climate-related Disclosures.pdf,2,0,Real Estates,Normal companies
170,165,KIWI PROPERTY GROUP LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KIWI PROPERTY GROUP LIMITED,2025-03-31,,Submitted,FY24/25,KPG Notice re reliance on assuarance exemption.pdf,2,0,Real Estates,Normal companies
171,167,KIWIBANK LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,KIWIBANK LIMITED,2024-06-30,1.0,Submitted,FY23/24,Cover note - Kiwibank Climate Statement replacement 2024.pdf,3,0,Finance - Banks,Normal companies
172,167,KIWIBANK LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,KIWIBANK LIMITED,2024-06-30,1.0,Submitted,FY23/24,Kiwibank Climate Statement dated 21 August 2024 as amended on page 34 - 14 October 2024.pdf,3,0,Finance - Banks,Normal companies
173,167,KIWIBANK LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,KIWIBANK LIMITED,2024-06-30,1.0,Submitted,FY23/24,signed 2024 Climate Statement.pdf,3,0,Finance - Banks,Normal companies
174,168,KIWIBANK LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KIWIBANK LIMITED,2025-06-30,,Submitted,FY24/25,Kiwibank 2025 Climate Statement.pdf,1,0,Finance - Banks,Normal companies
175,169,KMD BRANDS LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KMD BRANDS LIMITED,2025-07-31,,Submitted,FY25/26,Climate statement - exemption notice signed.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
176,169,KMD BRANDS LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KMD BRANDS LIMITED,2025-07-31,,Submitted,FY25/26,KMD Brands Climate Related Disclosures 2025_digital.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
177,169,KMD BRANDS LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,KMD BRANDS LIMITED,2025-07-31,,Submitted,FY25/26,Letter to CRD - filing of CRD 27.11.25.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
178,170,KMD BRANDS LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,KMD BRANDS LIMITED,2024-07-31,,Submitted,FY24/25,KMD Brands Climate Related Disclosures 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
179,171,LIVESTOCK IMPROVEMENT CORPORATION LIMITED,31-05-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,LIVESTOCK IMPROVEMENT CORPORATION LIMITED,2024-05-31,,Submitted,FY23/24,LIC_Climate_Statements_FINAL signed.pdf,1,0,Agriculture,Normal companies
180,172,LIVESTOCK IMPROVEMENT CORPORATION LIMITED,31-05-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,LIVESTOCK IMPROVEMENT CORPORATION LIMITED,2025-05-31,,Submitted,FY24/25,LIC_ClimateReport_31052025.pdf,1,0,Agriculture,Normal companies
181,173,MAINFREIGHT LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MAINFREIGHT LIMITED,2024-03-31,,Submitted,FY23/24,2024 Sustainability and Climate Report v1.0.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
182,173,MAINFREIGHT LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MAINFREIGHT LIMITED,2024-03-31,,Submitted,FY23/24,2024-Sustainability-and-Climate-Report-v1-0.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
183,173,MAINFREIGHT LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MAINFREIGHT LIMITED,2024-03-31,,Submitted,FY23/24,2024FY-GHG-Emissions-Inventory-Report-V1-0.pdf,3,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
184,175,MAINFREIGHT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MAINFREIGHT LIMITED,2025-03-31,,Submitted,FY24/25,2025 Sustainability and Climate Report v1.0.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
185,175,MAINFREIGHT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MAINFREIGHT LIMITED,2025-03-31,,Submitted,FY24/25,Mainfreight-Emissions-Inventory-Report-FY2025-V1-0.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
186,176,MANAWA ENERGY LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MANAWA ENERGY LIMITED,2024-03-31,,Submitted,FY23/24,Manawa Energy Limited - Climate Related Disclosure FY24.pdf,1,0,Energy,Normal companies
