Link,Company Name,PeriodText,PeriodHref,Type,Investment Scheme Name,DocumentLink,status,period_year
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=101a306d-1022-ef11-840a-000d3acab122,NUFARM FINANCE (NZ) LIMITED,30-09-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=25d9a7a3-5a66-ef11-bfe2-000d3acc1335,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=25d9a7a3-5a66-ef11-bfe2-000d3acc1335,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=101a306d-1022-ef11-840a-000d3acab122,NUFARM FINANCE (NZ) LIMITED,30-09-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=29697b63-ba7f-ef11-ac21-000d3ad1f0de,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=29697b63-ba7f-ef11-ac21-000d3ad1f0de,,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=101a306d-1022-ef11-840a-000d3acab122,NUFARM FINANCE (NZ) LIMITED,30-09-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c0f716e4-8b9e-f011-bbd2-7ced8d347b77,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=c0f716e4-8b9e-f011-bbd2-7ced8d347b77,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=136c5ca5-8394-ee11-be37-00224892b34a,NZME LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=a60ad7b6-05c8-ef11-a72f-000d3a6ac044,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=a60ad7b6-05c8-ef11-a72f-000d3a6ac044,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=136c5ca5-8394-ee11-be37-00224892b34a,NZME LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=3f639d6f-99ad-ee11-a569-00224893338a,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=3f639d6f-99ad-ee11-a569-00224893338a,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=136c5ca5-8394-ee11-be37-00224892b34a,NZME LIMITED,31-12-2025 - Due by 30-04-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=b908bb30-d7e6-f011-8544-7ced8da0c033,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=b908bb30-d7e6-f011-8544-7ced8da0c033,Have records but not submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=156c5ca5-8394-ee11-be37-00224892b34a,NZX LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=156973b5-05c8-ef11-a72f-000d3ad1a032,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=156973b5-05c8-ef11-a72f-000d3ad1a032,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=156c5ca5-8394-ee11-be37-00224892b34a,NZX LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=49639d6f-99ad-ee11-a569-00224893338a,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=49639d6f-99ad-ee11-a569-00224893338a,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=156c5ca5-8394-ee11-be37-00224892b34a,NZX LIMITED,31-12-2025 - Due by 30-04-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=c508bb30-d7e6-f011-8544-7ced8da0c033,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=c508bb30-d7e6-f011-8544-7ced8da0c033,Have records but not submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=176c5ca5-8394-ee11-be37-00224892b34a,OCEANIA HEALTHCARE LIMITED,31-03-2024 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=7c88a633-edef-ee11-904b-002248935a36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=7c88a633-edef-ee11-904b-002248935a36,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=176c5ca5-8394-ee11-be37-00224892b34a,OCEANIA HEALTHCARE LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=2c6be51c-902d-f111-88b4-7c1e52626825,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=2c6be51c-902d-f111-88b4-7c1e52626825,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=176c5ca5-8394-ee11-be37-00224892b34a,OCEANIA HEALTHCARE LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f704a9a2-be0e-f011-9989-7ced8d3330a8,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=f704a9a2-be0e-f011-9989-7ced8d3330a8,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=196c5ca5-8394-ee11-be37-00224892b34a,PACIFIC EDGE LIMITED,31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b7b60f34-edef-ee11-904b-002248925c46,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=b7b60f34-edef-ee11-904b-002248925c46,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=196c5ca5-8394-ee11-be37-00224892b34a,PACIFIC EDGE LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=366be51c-902d-f111-88b4-7c1e52626825,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=366be51c-902d-f111-88b4-7c1e52626825,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=196c5ca5-8394-ee11-be37-00224892b34a,PACIFIC EDGE LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=0805a9a2-be0e-f011-9989-7ced8d3330a8,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=0805a9a2-be0e-f011-9989-7ced8d3330a8,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9b6b5ca5-8394-ee11-be37-00224892b34a,PARTNERS LIFE LIMITED,31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b9ee5d19-edef-ee11-904b-002248935a36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=b9ee5d19-edef-ee11-904b-002248935a36,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9b6b5ca5-8394-ee11-be37-00224892b34a,PARTNERS LIFE LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=8a509598-be0e-f011-998a-6045bdc220dd,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=8a509598-be0e-f011-998a-6045bdc220dd,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9b6b5ca5-8394-ee11-be37-00224892b34a,PARTNERS LIFE LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=7f111912-902d-f111-88b4-6045bde5df36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=7f111912-902d-f111-88b4-6045bde5df36,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1b6c5ca5-8394-ee11-be37-00224892b34a,PGG WRIGHTSON LIMITED,30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=a830899b-7737-ef11-a316-000d3ad1282f,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=a830899b-7737-ef11-a316-000d3ad1282f,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1b6c5ca5-8394-ee11-be37-00224892b34a,PGG WRIGHTSON LIMITED,30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=0a1dae1a-4956-f011-bec1-0022481004c9,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=0a1dae1a-4956-f011-bec1-0022481004c9,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1d6c5ca5-8394-ee11-be37-00224892b34a,PORT OF TAURANGA LIMITED,30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=4ea3159e-7737-ef11-a316-000d3aca5291,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=4ea3159e-7737-ef11-a316-000d3aca5291,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1d6c5ca5-8394-ee11-be37-00224892b34a,PORT OF TAURANGA LIMITED,30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=161dae1a-4956-f011-bec1-0022481004c9,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=161dae1a-4956-f011-bec1-0022481004c9,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1f6c5ca5-8394-ee11-be37-00224892b34a,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9b44349a-7737-ef11-a316-002248125234,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=9b44349a-7737-ef11-a316-002248125234,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=1f6c5ca5-8394-ee11-be37-00224892b34a,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=8b854d19-4956-f011-bec2-7c1e52634173,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=8b854d19-4956-f011-bec2-7c1e52634173,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=216c5ca5-8394-ee11-be37-00224892b34a,PROPERTY FOR INDUSTRY LIMITED,30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=34c17719-7f74-ef11-a670-00224811f1f0,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=34c17719-7f74-ef11-a670-00224811f1f0,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=216c5ca5-8394-ee11-be37-00224892b34a,PROPERTY FOR INDUSTRY LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=adc8b475-99ad-ee11-a569-00224893338a,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=adc8b475-99ad-ee11-a569-00224893338a,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=216c5ca5-8394-ee11-be37-00224892b34a,PROPERTY FOR INDUSTRY LIMITED,30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=95854d19-4956-f011-bec2-7c1e52634173,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=95854d19-4956-f011-bec2-7c1e52634173,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9d6b5ca5-8394-ee11-be37-00224892b34a,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=399fd7b0-05c8-ef11-a72f-000d3a6ac044,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=399fd7b0-05c8-ef11-a72f-000d3a6ac044,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9d6b5ca5-8394-ee11-be37-00224892b34a,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=3851776e-99ad-ee11-a569-002248933045,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=3851776e-99ad-ee11-a569-002248933045,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9d6b5ca5-8394-ee11-be37-00224892b34a,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9708bb30-d7e6-f011-8544-7ced8da0c033,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=9708bb30-d7e6-f011-8544-7ced8da0c033,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=236c5ca5-8394-ee11-be37-00224892b34a,QUAYSIDE HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c230899b-7737-ef11-a316-000d3ad1282f,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=c230899b-7737-ef11-a316-000d3ad1282f,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=236c5ca5-8394-ee11-be37-00224892b34a,QUAYSIDE HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=271dae1a-4956-f011-bec1-0022481004c9,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=271dae1a-4956-f011-bec1-0022481004c9,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=816b5ca5-8394-ee11-be37-00224892b34a,RABOBANK NEW ZEALAND LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=2d51776e-99ad-ee11-a569-002248933045,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=2d51776e-99ad-ee11-a569-002248933045,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=816b5ca5-8394-ee11-be37-00224892b34a,RABOBANK NEW ZEALAND LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=2d20b9aa-05c8-ef11-a72f-002248946dbb,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=2d20b9aa-05c8-ef11-a72f-002248946dbb,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=816b5ca5-8394-ee11-be37-00224892b34a,RABOBANK NEW ZEALAND LIMITED,31-12-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f2e9442a-d7e6-f011-8544-7c1e52623273,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=f2e9442a-d7e6-f011-8544-7c1e52623273,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=256c5ca5-8394-ee11-be37-00224892b34a,RADIUS RESIDENTIAL CARE LIMITED,31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=8688a633-edef-ee11-904b-002248935a36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=8688a633-edef-ee11-904b-002248935a36,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=256c5ca5-8394-ee11-be37-00224892b34a,RADIUS RESIDENTIAL CARE LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=63feaba4-be0e-f011-998a-6045bdc220dd,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=63feaba4-be0e-f011-998a-6045bdc220dd,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=256c5ca5-8394-ee11-be37-00224892b34a,RADIUS RESIDENTIAL CARE LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=6ec1da20-902d-f111-88b3-6045bdc30749,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=6ec1da20-902d-f111-88b3-6045bdc30749,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=276c5ca5-8394-ee11-be37-00224892b34a,RAKON LIMITED,31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9088a633-edef-ee11-904b-002248935a36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=9088a633-edef-ee11-904b-002248935a36,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=276c5ca5-8394-ee11-be37-00224892b34a,RAKON LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=76feaba4-be0e-f011-998a-6045bdc220dd,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=76feaba4-be0e-f011-998a-6045bdc220dd,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=276c5ca5-8394-ee11-be37-00224892b34a,RAKON LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=942f821d-902d-f111-88b3-7c1e526261ce,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=942f821d-902d-f111-88b3-7c1e526261ce,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9f6b5ca5-8394-ee11-be37-00224892b34a,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=a25217b1-05c8-ef11-a72f-000d3ad14243,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=a25217b1-05c8-ef11-a72f-000d3ad14243,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9f6b5ca5-8394-ee11-be37-00224892b34a,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=507e386d-99ad-ee11-a569-0022489339ad,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=507e386d-99ad-ee11-a569-0022489339ad,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=9f6b5ca5-8394-ee11-be37-00224892b34a,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2025 - Due by 30-04-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=e25cc230-d7e6-f011-8544-6045bdc45397,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=e25cc230-d7e6-f011-8544-6045bdc45397,Have records but not submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=296c5ca5-8394-ee11-be37-00224892b34a,RESTAURANT BRANDS NEW ZEALAND LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b00ad7b6-05c8-ef11-a72f-000d3a6ac044,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=b00ad7b6-05c8-ef11-a72f-000d3a6ac044,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=296c5ca5-8394-ee11-be37-00224892b34a,RESTAURANT BRANDS NEW ZEALAND LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=db7c7f73-99ad-ee11-a569-0022489339ad,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=db7c7f73-99ad-ee11-a569-0022489339ad,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=296c5ca5-8394-ee11-be37-00224892b34a,RESTAURANT BRANDS NEW ZEALAND LIMITED,31-12-2025 - Due by 30-04-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=0d5dc230-d7e6-f011-8544-6045bdc45397,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=0d5dc230-d7e6-f011-8544-6045bdc45397,Have records but not submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2b6c5ca5-8394-ee11-be37-00224892b34a,RYMAN HEALTHCARE LIMITED,31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9a88a633-edef-ee11-904b-002248935a36,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=9a88a633-edef-ee11-904b-002248935a36,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2b6c5ca5-8394-ee11-be37-00224892b34a,RYMAN HEALTHCARE LIMITED,31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=9e2f821d-902d-f111-88b3-7c1e526261ce,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=9e2f821d-902d-f111-88b3-7c1e526261ce,Have records but not submitted,2026
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2b6c5ca5-8394-ee11-be37-00224892b34a,RYMAN HEALTHCARE LIMITED,31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=6a5b26a1-be0e-f011-998a-7c1e52634173,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=6a5b26a1-be0e-f011-998a-7c1e52634173,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=e1105693-c006-ef11-9f89-00224898287c,SANFORD LIMITED,30-09-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=6558b46f-ba7f-ef11-ac20-7c1e522b45a0,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=6558b46f-ba7f-ef11-ac20-7c1e522b45a0,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=e1105693-c006-ef11-9f89-00224898287c,SANFORD LIMITED,30-09-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=794d1bea-8b9e-f011-bbd2-7ced8d347b77,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=794d1bea-8b9e-f011-bbd2-7ced8d347b77,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2d6c5ca5-8394-ee11-be37-00224892b34a,SCALES CORPORATION LIMITED,31-12-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=6491e0bb-05c8-ef11-a72f-000d3ad08515,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=6491e0bb-05c8-ef11-a72f-000d3ad08515,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2d6c5ca5-8394-ee11-be37-00224892b34a,SCALES CORPORATION LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=cd005676-99ad-ee11-a569-002248933045,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=cd005676-99ad-ee11-a569-002248933045,Have records and have submitted,2023
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2d6c5ca5-8394-ee11-be37-00224892b34a,SCALES CORPORATION LIMITED,31-12-2025 - Due by 30-04-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=2c916f30-d7e6-f011-8544-7c1e52623273,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=2c916f30-d7e6-f011-8544-7c1e52623273,Have records but not submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=b6eab194-0240-ef11-a316-000d3ad1282f,SCOTT TECHNOLOGY LIMITED,31-08-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=41cbf1cb-2f68-ef11-a670-000d3acc1335,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=41cbf1cb-2f68-ef11-a670-000d3acc1335,Have records and have submitted,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=b6eab194-0240-ef11-a316-000d3ad1282f,SCOTT TECHNOLOGY LIMITED,31-08-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=1ae928e1-5966-ef11-bfe2-000d3acc1335,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=1ae928e1-5966-ef11-bfe2-000d3acc1335,,2024
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=b6eab194-0240-ef11-a316-000d3ad1282f,SCOTT TECHNOLOGY LIMITED,31-08-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=cc9e3d46-0187-f011-b4cc-000d3ad2b7eb,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=cc9e3d46-0187-f011-b4cc-000d3ad2b7eb,Have records and have submitted,2025
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=2f6c5ca5-8394-ee11-be37-00224892b34a,SEEKA LIMITED,31-12-2023 - Click to view Climate Statement/s,/dashboard/reportingentity/scheme/reportingrequirement/?id=256cf275-99ad-ee11-a569-000d3acb585a,companies,,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/reportingrequirement/?id=256cf275-99ad-ee11-a569-000d3acb585a,Have records and have submitted,2023
