Link,Company Name,Investment Scheme Name,PeriodText,PeriodHref
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2f5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC KIWISAVER SCHEME (SCH10585),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=076eb1ae-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=315ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC PREMIUM INVESTMENT FUNDS (SCH10817),31-03-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=9f2a5a46-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=315ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC PREMIUM INVESTMENT FUNDS (SCH10817),31-03-2025 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=a8aac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=335ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC RETIREMENT PLAN (SCH11614),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=ac0d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=335ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC RETIREMENT PLAN (SCH11614),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=02bf472f-902d-f111-88b3-7c1e52626c45
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=335ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC RETIREMENT PLAN (SCH11614),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7a3131ad-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,33 BROADWAY TRUST (SCH11912),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=478dc747-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,33 BROADWAY TRUST (SCH11912),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=68469135-902d-f111-88b3-7c1e52626c45
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,33 BROADWAY TRUST (SCH11912),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=697e29b3-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=595ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AIRPARK NOMINEES JOINT VENTURE (SCH11740),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=fe3cbc48-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=595ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AIRPARK NOMINEES JOINT VENTURE (SCH11740),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=63acd237-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=595ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AIRPARK NOMINEES JOINT VENTURE (SCH11740),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=1faf63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=615ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AUGUSTA KEDRON PARTNERSHIP (SCH12564),30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=359fd8a4-7737-ef11-a316-000d3aca5291
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=615ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AUGUSTA KEDRON PARTNERSHIP (SCH12564),30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=4df14322-4956-f011-bec2-000d3ad2b7eb
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AUGUSTA ST GEORGES BAY ROAD PROPERTY TRUST (SCH12448),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=e92b634c-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AUGUSTA ST GEORGES BAY ROAD PROPERTY TRUST (SCH12448),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9762d0b6-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,AUGUSTA ST GEORGES BAY ROAD PROPERTY TRUST (SCH12448),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=13ec8135-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BIRCH NOMINEES JOINT VENTURE (SCH11560),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=86c46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BIRCH NOMINEES JOINT VENTURE (SCH11560),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=f8eb8135-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BIRCH NOMINEES JOINT VENTURE (SCH11560),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=e9ae63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=455ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BRADMAN STREET PROPORTIONATE OWNERSHIP SCHEME (SCH11503),30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7da81f27-4956-f011-bec1-0022481004c9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=455ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BRADMAN STREET PROPORTIONATE OWNERSHIP SCHEME (SCH11503),30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=1b1043a4-7737-ef11-a316-002248114338
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=375ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING A GRAHAM STREET LIMITED PARTNERSHIP (SCH10571),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=238dc747-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=375ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING A GRAHAM STREET LIMITED PARTNERSHIP (SCH10571),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=7eb40d30-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=375ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING A GRAHAM STREET LIMITED PARTNERSHIP (SCH10571),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f47d29b3-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=395ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING B GRAHAM STREET LIMITED PARTNERSHIP (SCH10922),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=5ac46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=395ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING B GRAHAM STREET LIMITED PARTNERSHIP (SCH10922),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=93b40d30-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=395ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,BUILDING B GRAHAM STREET LIMITED PARTNERSHIP (SCH10922),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=057e29b3-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=635ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,CENTURIA NZ DIVERSIFIED PROPERTY FUND (SCH12900),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f52b634c-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=635ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,CENTURIA NZ DIVERSIFIED PROPERTY FUND (SCH12900),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=8dacd237-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=635ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,CENTURIA NZ DIVERSIFIED PROPERTY FUND (SCH12900),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=33af63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=e8f65729-e666-f011-bec3-7c1e52634173,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=1fec8135-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=e8f65729-e666-f011-bec3-7c1e52634173,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=afde761f-e766-f011-bec3-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,FERNHILL NOMINEES JOINT VENTURE (SCH11564),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f33cbc48-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,FERNHILL NOMINEES JOINT VENTURE (SCH11564),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=4eacd237-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,FERNHILL NOMINEES JOINT VENTURE (SCH11564),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f5ae63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=435ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),30-06-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=0ebb5ba6-7737-ef11-a316-002248125234
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=435ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),30-06-2025 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=73596925-4956-f011-bec2-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=65c46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=68586031-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=267e29b3-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=535ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LAMBIE DR PROPERTY SCHEME (SCH11586),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=9cc46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=535ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LAMBIE DR PROPERTY SCHEME (SCH11586),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=05ec8135-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=535ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LAMBIE DR PROPERTY SCHEME (SCH11586),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=07af63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=555ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LINK DR PROPERTY SCHEME (SCH11587),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c82a5a46-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=555ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LINK DR PROPERTY SCHEME (SCH11587),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=705c7136-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=555ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,LINK DR PROPERTY SCHEME (SCH11587),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=12af63b5-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=495ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,MANADON STREET PROPERTY SCHEME (SCH11532),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7bc46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=495ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,MANADON STREET PROPERTY SCHEME (SCH11532),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=edaac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=495ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,MANADON STREET PROPERTY SCHEME (SCH11532),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=6e904b34-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=415ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=70c46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=415ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=455c7136-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=415ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=397e29b3-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=355ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,QUINNS HILL ROAD PARTNERSHIP (SCH10523),30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=bd20c320-4956-f011-bec1-0022481004c9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=355ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,QUINNS HILL ROAD PARTNERSHIP (SCH10523),30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=0a1043a4-7737-ef11-a316-002248114338
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=d23cbc48-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=e1aac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3f5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=63904b34-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=475ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SHERBROOKE RD PARTNERSHIP (SCH11507),30-06-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=261043a4-7737-ef11-a316-002248114338
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=475ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SHERBROOKE RD PARTNERSHIP (SCH11507),30-06-2025 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=a1596925-4956-f011-bec2-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=dd2b634c-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7a62d0b6-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5d5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=8c469135-902d-f111-88b3-7c1e52626c45
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,TAKANINI NOMINEES JOINT VENTURE (SCH11465),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b02a5a46-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,TAKANINI NOMINEES JOINT VENTURE (SCH11465),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=d2aac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,TAKANINI NOMINEES JOINT VENTURE (SCH11465),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=51586031-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,VICKERS ROAD PROPERTY SCHEME (SCH11556),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=308dc747-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,VICKERS ROAD PROPERTY SCHEME (SCH11556),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=f9aac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4b5ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,VICKERS ROAD PROPERTY SCHEME (SCH11556),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=ae586031-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=575ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,WESTPOINT PROPERTY SCHEME (SCH11602),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=3c8dc747-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=575ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,WESTPOINT PROPERTY SCHEME (SCH11602),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=5962d0b6-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=515ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,WILLIAMS STREET NOMINEES JOINT VENTURE (SCH11570),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=91c46e47-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=515ca035-8a94-ee11-be37-00224892b34a,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,WILLIAMS STREET NOMINEES JOINT VENTURE (SCH11570),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=12abc2b0-be0e-f011-998a-6045bdc220dd
