Value,Type,file_name,clean_value,count
Climate,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,climat,142
the Working Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,work group,24
.The Working Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,work group,24
Management and Internal Control Committee,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,manag intern control committe,2
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
15.81%ofresidential,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ofresidenti,1
Current Physical Impacts,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,current physic impact,3
Residential Mortgage Properties,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,residenti mortgag properti,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
New Zealand Banking Association,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand bank associ,16
Impacted Industries Amount,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,impact industri amount,1
"Agriculture, Forestry and Fishing 113",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,agricultur forestri fish,2
Construction 444,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,construct,1
"Rental, Hiring and Real Estate",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,rental hire real estat,2
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Adoption Provisions forCurrent Financial Impacts,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,adopt provis forcurr financi impact,2
Anticipated Financial Impacts,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,anticip financi impact,8
Anticipated Financial Impacts,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,anticip financi impact,8
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank of China New Zealand,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank china new zealand,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
House,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,hous,20
Global climate & socio -economic,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,global climat socio econom,2
NGFS,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ngfs,54
IEA Net Zero Emissions,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,iea net zero emiss,5
NIWA RCP2.6,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,niwa rcp,5
CCC,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ccc,73
CCC,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ccc,73
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
"acute &
chronic physical climate",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,acut chronic physic climat,2
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
"Physical Risk
Transition RiskToo Little Too Late",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,physic risk transit risktoo littl late,2
"Physical Risk
Transition Risk",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,physic risk transit risk,2
"Opportunities
Drivers Risks Opportunities Impact Timeframe
Political Drivers",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,opportun driver risk opportun impact timefram polit driver,2
RBNZ,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,rbnz,7
"International trade & 
relationships•Potential insurance retreat",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,intern trade relationship potenti insur retreat,2
•More,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,,105
Social Drivers,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,social driver,2
Acute,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,acut,12
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Climate,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,climat,142
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
the Scenario Analysis,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,scenario analysi,12
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
"Integration
Climate",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,integr climat,2
Finance & Innovation,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,financ innov,2
Gabrielle,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,gabriell,7
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Risk Committee,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk committe,33
"ESG
Committee",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,esg committe,17
Kaipatiki Project,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,kaipatiki project,2
NZnative,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nznativ,2
Harakeke,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,harakek,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Adoption Provision 3: Transition Planning,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,adopt provis transit plan,1
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
•Capital & Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,capit risk manag,2
•Bank Operations,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank oper,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
thebank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,thebank,22
ESG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,esg,322
"Risk Management Framework Risk Management
Weareintheprocess",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag framework risk manag weareintheprocess,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,group,634
"Risk Data Management
Utilisingour",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk data manag utilisingour,2
Our Business Contingency Planning,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,busi conting plan,2
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Value Chain Exclusions,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,valu chain exclus,2
toInfrastructure &Technology,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,toinfrastructur technolog,2
"Operation &
People and Funding &Liquidity",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,oper peopl fund liquid,2
Bank,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank,408
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Metrics & Targets,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,metric target,37
Envirocare,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,envirocar,9
BOC NZ Banking Group’s,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,boc nz bank group,4
al l,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,al l,1
BOC NZBanking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,boc nzbank group,5
Envirocare’s,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,envirocar,9
Envirocare,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,envirocar,9
NZGroup,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzgroup,3
"ISO 14064 -
",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,iso,55
AirTravel,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,airtravel,4
Postal &courier services,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,postal courier servic,4
The Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
NZGroup Operational GHG Emissions,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzgroup oper ghg emiss,1
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
Scope 3Category 3: Indirect,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,scope categori indirect,2
NZGroup,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzgroup,3
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
Gross GHG Emissions,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,gross ghg emiss,2
NZGroup,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzgroup,3
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Metrics & Targets,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,metric target,37
NZBanking Group’s,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzbank group,11
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Metrics & Targets,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,metric target,37
"4.3 Physical and Transition Risks
Physical Risk -Flooding
%",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,physic transit risk physic risk flood,2
Residential PropertiesTransition Risk,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,residenti propertiestransit risk,2
NZBanking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzbank group,11
Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,group,634
The Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
NZBanking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzbank group,11
the Banking Group's,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
.The Banking Group's,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
e.g.BOC Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,e g boc group,2
Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Metrics & Targets,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,metric target,37
the Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
"Capital Deployment
Sustainable Lending Balance",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,capit deploy sustain lend balanc,2
GHG Emissions Measurement,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg emiss measur,2
Identification of Risks and Opportunities,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,identif risk opportun,2
NZBanking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzbank group,11
the Banking Group's,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
The Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
Risk Management,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,risk manag,99
Metrics & Targets,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,metric target,37
NZ Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nz bank group,112
Measure,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,measur,4
N/A,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,n,7
The Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
"BOC NZ Banking 
Group",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,boc nz bank group,4
"Management Remuneration
Management",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,manag remuner manag,2
KPI’s,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,kpi,7
Internal Emissions Price,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,intern emiss price,9
The Banking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,bank group,33
NZBanking Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,nzbank group,11
Operations,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,oper,7
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
Rental,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,rental,2
AirTravel,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,airtravel,4
Postal &courier services,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,postal courier servic,4
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
"Uncertainty / Assumption
Diesel -Direct",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,uncertainti assumpt diesel direct,1
"Category 1 Invoices / Expense Management System Litres
Petrol",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,categori invoic expens manag system litr petrol,2
Invoices / Expense Management System,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system,2
Invoices / Expense Management System Person kilometres Invoices,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system person kilometr invoic,6
Invoices / Expense Management System Person kilometres Invoices,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system person kilometr invoic,6
Invoices / Expense Management System Person kilometres Invoices,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system person kilometr invoic,6
"Invoices / Expense Management System Dollars
",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system dollar,2
Invoices / Expense Management System Visitor,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system visitor,4
Invoices / Expense Management System Visitor,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system visitor,4
Working,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,work,12
Invoices / Expense Management System Dollars Invoices,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,invoic expens manag system dollar invoic,2
T&D,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,,105
Kilograms BOC NZ Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,kilogram boc nz group,2
BOC NZ Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,boc nz group,6
Litres BOC NZ Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,litr boc nz group,2
BOC NZ Group,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,boc nz group,6
GHG,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,ghg,640
Accommodation - Australia New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,accommod australia new zealand ministri,2
Accommodation - China New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,accommod china new zealand ministri,2
Accommodation - Indonesia New Zealand Ministry for the Environment,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,accommod indonesia new zealand ministri environ,2
Accommodation - New Zealand New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,accommod new zealand new zealand ministri,2
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Composting New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,compost new zealand ministri,2
Diesel New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,diesel new zealand ministri,2
T&D,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,,105
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Petrol,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,petrol,6
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Petrol,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,petrol,6
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Postal,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,postal,2
Market Economics Limited,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,market econom limit,4
Auckland Council,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,auckland council,8
MEL,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,mel,2
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
"GlassUK Department for Business, Energy and Industrial Strategy",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,glassuk depart busi energi industri strategi,2
"PlasticUK Department for Business, Energy and Industrial Strategy",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,plasticuk depart busi energi industri strategi,2
LFGR Office,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,lfgr offic,2
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Working,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,work,12
New Zealand Ministry,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,new zealand ministri,22
Global Warming Potentials,ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,global warm potenti,32
"Global Warming 
Potentials",ORG,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.txt,global warm potenti,32
Bank,ORG,BNZ_2023-Climate-Report.txt,bank,408
Taki Toru,ORG,BNZ_2023-Climate-Report.txt,taki toru,2
Taki Toru,ORG,BNZ_2023-Climate-Report.txt,taki toru,2
BNZ Board,ORG,BNZ_2023-Climate-Report.txt,bnz board,10
BNZ Executive Management,ORG,BNZ_2023-Climate-Report.txt,bnz execut manag,5
GHG,ORG,BNZ_2023-Climate-Report.txt,ghg,640
GHG,ORG,BNZ_2023-Climate-Report.txt,ghg,640
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
the Financial Markets Conduct Act 2013,ORG,BNZ_2023-Climate-Report.txt,financi market conduct act,35
FMCA,ORG,BNZ_2023-Climate-Report.txt,fmca,14
NZCS,ORG,BNZ_2023-Climate-Report.txt,nzcs,13
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Framework,ORG,BNZ_2023-Climate-Report.txt,framework,4
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ’s,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ’s,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
BNZ,ORG,BNZ_2023-Climate-Report.txt,bnz,213
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
Report,ORG,BNZ_2023-Climate-Report.txt,report,59
