,Link,Company Name,Text,text_new,Scheme Name,status,scheme,Due Date,Submit Date
95,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=316c5ca5-8394-ee11-be37-00224892b34a,SERKO LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
96,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=336c5ca5-8394-ee11-be37-00224892b34a,SKELLERUP HOLDINGS LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
97,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=356c5ca5-8394-ee11-be37-00224892b34a,SKY NETWORK TELEVISION LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
98,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=376c5ca5-8394-ee11-be37-00224892b34a,SKYCITY ENTERTAINMENT GROUP LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
99,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=396c5ca5-8394-ee11-be37-00224892b34a,SMARTPAY HOLDINGS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
100,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=3b6c5ca5-8394-ee11-be37-00224892b34a,SOUTH PORT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
101,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=a16b5ca5-8394-ee11-be37-00224892b34a,SOUTHERN CROSS MEDICAL CARE SOCIETY,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
102,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=836b5ca5-8394-ee11-be37-00224892b34a,SOUTHLAND BUILDING SOCIETY,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
103,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=3d6c5ca5-8394-ee11-be37-00224892b34a,SPARK FINANCE LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
104,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=3f6c5ca5-8394-ee11-be37-00224892b34a,SPARK NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
105,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=416c5ca5-8394-ee11-be37-00224892b34a,STEEL & TUBE HOLDINGS LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
106,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=436c5ca5-8394-ee11-be37-00224892b34a,STRIDE INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
107,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=456c5ca5-8394-ee11-be37-00224892b34a,STRIDE PROPERTY LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
108,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=476c5ca5-8394-ee11-be37-00224892b34a,SUMMERSET GROUP HOLDINGS LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Click to view Climate Statement/s",31-12-2023 - Click to view Climate Statement/s,,Have records and have submitted,Company,0,0
109,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=a36b5ca5-8394-ee11-be37-00224892b34a,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Due by 30-04-2024",31-12-2023 - Due by 30-04-2024,,Have records but not submitted,Company,31/12/2023,30/04/2024
110,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=496c5ca5-8394-ee11-be37-00224892b34a,T&G GLOBAL LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Click to view Climate Statement/s",31-12-2023 - Click to view Climate Statement/s,,Have records and have submitted,Company,0,0
111,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=4b6c5ca5-8394-ee11-be37-00224892b34a,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
112,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=4d6c5ca5-8394-ee11-be37-00224892b34a,THE A2 MILK COMPANY LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
113,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=4f6c5ca5-8394-ee11-be37-00224892b34a,THE CITY OF LONDON INVESTMENT TRUST PLC,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
114,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=516c5ca5-8394-ee11-be37-00224892b34a,THE COLONIAL MOTOR COMPANY LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
115,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=856b5ca5-8394-ee11-be37-00224892b34a,THE CO-OPERATIVE BANK LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
116,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=a56b5ca5-8394-ee11-be37-00224892b34a,THE HOLLARD INSURANCE COMPANY PTY LTD,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
117,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=876b5ca5-8394-ee11-be37-00224892b34a,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Due by 30-04-2024",31-12-2023 - Due by 30-04-2024,,Have records but not submitted,Company,31/12/2023,30/04/2024
118,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=536c5ca5-8394-ee11-be37-00224892b34a,TOURISM HOLDINGS LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
119,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=556c5ca5-8394-ee11-be37-00224892b34a,TRANSPOWER NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
120,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=896b5ca5-8394-ee11-be37-00224892b34a,TSB BANK LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
121,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=576c5ca5-8394-ee11-be37-00224892b34a,TURNERS AUTOMOTIVE GROUP LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
122,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=596c5ca5-8394-ee11-be37-00224892b34a,VECTOR LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
123,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=5b6c5ca5-8394-ee11-be37-00224892b34a,VENTIA SERVICES GROUP LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Due by 30-04-2024",31-12-2023 - Due by 30-04-2024,,Have records but not submitted,Company,31/12/2023,30/04/2024
124,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=a76b5ca5-8394-ee11-be37-00224892b34a,VERO INSURANCE NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
125,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=5d6c5ca5-8394-ee11-be37-00224892b34a,VISTA GROUP INTERNATIONAL LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Due by 30-04-2024",31-12-2023 - Due by 30-04-2024,,Have records but not submitted,Company,31/12/2023,30/04/2024
126,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=5f6c5ca5-8394-ee11-be37-00224892b34a,VULCAN STEEL LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
127,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=616c5ca5-8394-ee11-be37-00224892b34a,WELLINGTON INTERNATIONAL AIRPORT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,,Have records but not submitted,Company,31/03/2024,31/07/2024
128,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=636c5ca5-8394-ee11-be37-00224892b34a,WINTON LAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
129,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=656c5ca5-8394-ee11-be37-00224892b34a,WORKS FINANCE (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,,No records,Company,0,0
130,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/?id=676c5ca5-8394-ee11-be37-00224892b34a,Z ENERGY LIMITED,"Reporting Period
. sort descending
Actions
31-12-2023 - Click to view Climate Statement/s",31-12-2023 - Click to view Climate Statement/s,,Have records and have submitted,Company,0,0
131,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=ff5ba035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP INVESTMENT TRUST (SCH10721),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
132,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=fd5ba035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP KIWISAVER SCHEME (SCH10367),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
133,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=095ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP MANAGED FUNDS (SCH13265),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
134,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=035ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP PASSIVE PERSONAL RETIREMENT PLAN - INTERNATIONAL PASSIVE SHARES INVESTMENT FUND (SCH10821),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
135,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=055ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP PASSIVE PERSONAL RETIREMENT PLAN - NEW ZEALAND PASSIVE SHARES INVESTMENT FUND (SCH10822),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
136,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=015ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AMP PERSONAL RETIREMENT PLAN (SCH10820),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
137,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=075ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=696c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,NEW ZEALAND RETIREMENT TRUST (SCH10911),No records,Investment Scheme,0,0
138,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ INVESTMENT SERVICES (NEW ZEALAND) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BONUS BONDS SCHEME (SCH11094),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
139,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=115ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ NEW ZEALAND INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ANZ DEFAULT KIWISAVER SCHEME (SCH11063),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
140,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=135ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ NEW ZEALAND INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,ANZ INVESTMENTS MULTI-ASSET-CLASS SCHEME (MARKETED AS THE ANZ INVESTMENT FUNDS AND ONEANSWER MULTI-ASSET-CLASS FUNDS) (SCH11064),No records,Investment Scheme,0,0
141,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=155ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ NEW ZEALAND INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ANZ INVESTMENTS SINGLE-ASSET-CLASS SCHEME (MARKETED AS THE ONEANSWER SINGLE-ASSET-CLASS FUNDS) (SCH11065),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
142,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ NEW ZEALAND INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ANZ KIWISAVER SCHEME (SCH11062),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
143,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ANZ NEW ZEALAND INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ONEANSWER KIWISAVER SCHEME (SCH11061),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
144,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=195ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6f6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ASB GROUP INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ASB INVESTMENT FUNDS (SCH10685),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
145,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=175ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=6f6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,ASB GROUP INVESTMENTS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ASB KIWISAVER SCHEME (SCH10678),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
146,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=716c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BNZ INVESTMENT SERVICES LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BNZ KIWISAVER SCHEME (SCH10701),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
147,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=716c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BNZ INVESTMENT SERVICES LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,PRIVATE WEALTH SERIES (SCH11384),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
148,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=716c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BNZ INVESTMENT SERVICES LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,YOUWEALTH (SCH12341),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
149,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=295ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER INNOVATION SCHEME (SCH13202),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
150,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=235ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER INVESTMENT SCHEME (SCH10844),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
151,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=275ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER INVESTMENT SCHEME 2 (SCH12548),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
152,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=215ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER KIWISAVER SCHEME (SCH10841),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
153,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER SAVVY SCHEME (SCH13546),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
154,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=255ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=736c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BOOSTER INVESTMENT MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BOOSTER SUPERSCHEME (SCH11323),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
155,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=756c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BT FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WESTPAC ACTIVE SERIES (SCH10564),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
156,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=756c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BT FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WESTPAC KIWISAVER SCHEME (SCH10585),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
157,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=315ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=756c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BT FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WESTPAC PREMIUM INVESTMENT FUNDS (SCH10817),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
158,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=335ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=756c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,BT FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WESTPAC RETIREMENT PLAN (SCH11614),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
159,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,33 BROADWAY TRUST (SCH11912),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
160,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=595ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AIRPARK NOMINEES JOINT VENTURE (SCH11740),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
161,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=615ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,AUGUSTA KEDRON PARTNERSHIP (SCH12564),No records,Investment Scheme,0,0
